1,0.99863,0.994522,0.987688,0.978148,0.965926,0.951057,0.93358,0.913545,0.891007,0.866025,0.838671,0.809017,0.777146,0.743145,0.707107,0.669131,0.62932,0.587785,0.544639,0.5,0.45399,0.406737,0.358368,0.309017,0.258819,0.207912,0.156434,0.104528,0.052336,6.12323e-17,-0.052336,-0.104528,-0.156434,-0.207912,-0.258819,-0.309017,-0.358368,-0.406737,-0.45399,-0.5,-0.544639,-0.587785,-0.62932,-0.669131,-0.707107,-0.743145,-0.777146,-0.809017,-0.838671,-0.866025,-0.891007,-0.913545,-0.93358,-0.951057,-0.965926,-0.978148,-0.987688,-0.994522,-0.99863,-1
0.983471,0.995318,0.99945,0.999183,0.995626,0.989159,0.979923,0.967985,0.953394,0.936193,0.916433,0.894168,0.869462,0.842382,0.813003,0.781406,0.74768,0.711917,0.674216,0.634681,0.593422,0.550551,0.506188,0.460454,0.413477,0.365384,0.31631,0.266389,0.215758,0.164558,0.112929,0.0610144,0.0089561,-0.043102,-0.0950164,-0.146644,-0.197843,-0.248472,-0.298391,-0.347463,-0.395552,-0.442527,-0.488257,-0.532616,-0.575482,-0.616737,-0.656267,-0.693963,-0.729721,-0.763441,-0.795031,-0.824404,-0.851478,-0.876178,-0.898436,-0.918189,-0.935384,-0.949972,-0.961913,-0.971172,-0.977724
0.967216,0.97466,0.987795,0.99658,1.00061,1.00074,0.997579,0.991454,0.982524,0.970875,0.956563,0.939638,0.920153,0.898163,0.873731,0.846926,0.817822,0.7865,0.753049,0.717561,0.680135,0.640876,0.599891,0.557297,0.513209,0.467752,0.42105,0.373234,0.324436,0.274792,0.224438,0.173515,0.122164,0.0705261,0.0187455,-0.0330347,-0.084671,-0.13602,-0.186941,-0.237291,-0.286931,-0.335724,-0.383534,-0.430229,-0.47568,-0.519759,-0.562346,-0.603321,-0.64257,-0.679986,-0.715463,-0.748903,-0.780212,-0.809304,-0.836097,-0.860516,-0.882493,-0.901965,-0.918879,-0.933185,-0.944844
0.951229,0.960147,0.96637,0.978836,0.990618,0.99872,1.00279,1.00321,1.00039,0.994584,0.985956,0.974594,0.960563,0.943916,0.924706,0.902992,0.878834,0.852303,0.823474,0.792427,0.759251,0.724038,0.686887,0.647903,0.607195,0.564875,0.521064,0.475882,0.429457,0.381917,0.333396,0.284028,0.233951,0.183305,0.132231,0.0808712,0.0293683,-0.022134,-0.0734923,-0.124564,-0.175205,-0.225277,-0.274638,-0.323152,-0.370683,-0.417099,-0.46227,-0.506069,-0.548376,-0.589071,-0.62804,-0.665175,-0.700372,-0.733531,-0.76456,-0.793371,-0.819883,-0.844021,-0.865716,-0.884907,-0.90154
0.935507,0.943942,0.953782,0.959315,0.969883,0.982672,0.993866,1.00171,1.00587,1.00656,1.00404,0.99855,0.990219,0.979146,0.965396,0.949026,0.930093,0.908653,0.88477,0.858514,0.829959,0.799188,0.766286,0.731348,0.694473,0.655764,0.615331,0.573287,0.529752,0.484846,0.438697,0.391434,0.343189,0.294098,0.244298,0.193929,0.143132,0.0920496,0.0408244,-0.0104,-0.0614803,-0.112273,-0.162637,-0.212429,-0.261512,-0.309747,-0.356999,-0.403135,-0.448026,-0.491546,-0.533573,-0.573988,-0.612677,-0.649532,-0.684448,-0.717326,-0.748074,-0.776604,-0.802835,-0.826692,-0.848106
0.920044,0.928652,0.936862,0.947779,0.953613,0.962049,0.974103,0.986886,0.997789,1.00554,1.00983,1.01077,1.00855,1.00335,0.995317,0.98453,0.971061,0.954969,0.936312,0.915147,0.89154,0.865558,0.837278,0.806781,0.774155,0.739492,0.702892,0.664459,0.624301,0.582533,0.539273,0.494643,0.44877,0.401783,0.353815,0.305001,0.255478,0.205386,0.154866,0.104061,0.0531138,0.00216727,-0.0486349,-0.0991495,-0.149234,-0.198749,-0.247552,-0.295508,-0.342481,-0.388338,-0.432949,-0.47619,-0.517936,-0.558071,-0.59648,-0.633055,-0.66769,-0.700288,-0.730755,-0.759005,-0.784955
0.904837,0.913402,0.922314,0.93004,0.941773,0.948892,0.955867,0.966171,0.97894,0.991699,1.00246,1.01021,1.01466,1.01583,1.0139,1.00899,1.00125,0.990746,0.977559,0.961745,0.943364,0.922475,0.899142,0.873436,0.845431,0.815208,0.782857,0.748469,0.712144,0.673986,0.634104,0.592612,0.549628,0.505274,0.459677,0.412966,0.365275,0.316737,0.267491,0.217676,0.167434,0.116906,0.0662366,0.0155679,-0.0349562,-0.0851925,-0.134999,-0.184234,-0.232759,-0.280436,-0.327129,-0.372707,-0.417039,-0.46,-0.501466,-0.541321,-0.57945,-0.615744,-0.650099,-0.682417,-0.712603
0.889882,0.898479,0.907124,0.916527,0.923662,0.935585,0.944539,0.951249,0.959718,0.971243,0.984441,0.997203,1.00791,1.01572,1.02033,1.02175,1.02009,1.01547,1.00801,0.997796,0.984889,0.969354,0.951249,0.930636,0.907578,0.882146,0.854416,0.824469,0.792392,0.75828,0.72223,0.684347,0.64474,0.603524,0.560815,0.516738,0.471417,0.424983,0.377568,0.329307,0.280338,0.2308,0.180835,0.130585,0.0801927,0.0298019,-0.0204441,-0.0704022,-0.11993,-0.168887,-0.217133,-0.264531,-0.310945,-0.356243,-0.400296,-0.442976,-0.484163,-0.523738,-0.561587,-0.5976,-0.631675
0.875173,0.88378,0.892549,0.901168,0.911252,0.917958,0.929318,0.940006,0.947641,0.954999,0.964762,0.977146,0.990651,1.00345,1.01417,1.02206,1.02685,1.02851,1.02712,1.02279,1.01561,1.00568,0.993053,0.977796,0.959968,0.93963,0.916847,0.89169,0.864235,0.834563,0.802761,0.768923,0.733149,0.695541,0.65621,0.615269,0.572837,0.529035,0.483991,0.437833,0.390694,0.34271,0.294017,0.244757,0.195069,0.145097,0.0949822,0.0448692,-0.00509871,-0.0547786,-0.104028,-0.152706,-0.200673,-0.247792,-0.293927,-0.338946,-0.382719,-0.42512,-0.466027,-0.505321,-0.54289
0.860708,0.869335,0.878079,0.887075,0.895517,0.906364,0.913084,0.923307,0.935043,0.944322,0.951705,0.959985,0.970813,0.983847,0.997599,1.01046,1.02123,1.02924,1.03422,1.03611,1.03499,1.03094,1.02405,1.0144,1.00205,0.987071,0.969519,0.949457,0.92695,0.902068,0.874887,0.84549,0.813963,0.7804,0.744901,0.707569,0.668513,0.627848,0.585691,0.542166,0.497397,0.451516,0.404653,0.356946,0.308531,0.259547,0.210137,0.160442,0.110605,0.0607699,0.01108,-0.0383216,-0.0872926,-0.135692,-0.18338,-0.23022,-0.276076,-0.320815,-0.364309,-0.40643,-0.447057
0.846482,0.855127,0.863906,0.872763,0.882083,0.890201,0.901699,0.90903,0.917969,0.929777,0.940717,0.949171,0.956845,0.966072,0.977782,0.991338,1.00531,1.01825,1.0291,1.03725,1.04242,1.04456,1.0437,1.03993,1.03332,1.02395,1.01188,0.997179,0.979904,0.960117,0.937885,0.913278,0.886372,0.85725,0.825998,0.792711,0.757487,0.72043,0.68165,0.64126,0.599379,0.55613,0.511637,0.466032,0.419446,0.372016,0.323877,0.275171,0.226038,0.17662,0.127061,0.0775038,0.0280921,-0.0210312,-0.0697238,-0.117845,-0.165254,-0.211815,-0.257391,-0.301851,-0.345065
0.832491,0.841158,0.849952,0.858895,0.867812,0.877583,0.88531,0.897126,0.905601,0.913614,0.924631,0.936611,0.946685,0.954828,0.96305,0.973168,0.985624,0.999618,1.01379,1.02684,1.0378,1.04609,1.05147,1.05385,1.05325,1.04975,1.04342,1.03433,1.02254,1.00812,0.991121,0.971611,0.949654,0.925322,0.898691,0.869843,0.838867,0.805854,0.770906,0.734124,0.695619,0.655505,0.6139,0.570927,0.526711,0.481382,0.435073,0.387919,0.340057,0.291628,0.242772,0.193632,0.14435,0.0950712,0.0459375,-0.00290759,-0.0513217,-0.0991639,-0.146295,-0.192576,-0.237873
0.818731,0.827422,0.836241,0.845179,0.854314,0.863204,0.873547,0.880969,0.892619,0.902491,0.910308,0.920123,0.932201,0.943773,0.953217,0.961399,0.970278,0.981215,0.994314,1.00869,1.02306,1.03623,1.04731,1.05577,1.06135,1.06397,1.06364,1.06042,1.05436,1.04555,1.03404,1.01989,1.00317,0.983937,0.962256,0.938199,0.911843,0.88327,0.852569,0.819832,0.785158,0.748652,0.710423,0.670584,0.629255,0.586557,0.542617,0.497565,0.451532,0.404655,0.35707,0.308918,0.26034,0.211477,0.162473,0.113472,0.0646162,0.0160494,-0.0320863,-0.0796497,-0.126502
